254,3656,53.8
254,3656,53.8
254,3615,53.8
252,3615,53.8
252,3615,53.8
252,3624,53.8
252,3624,53.8
252,3617,53.8
252,3613,53.8
252,3618,53.8
252,3618,53.8
252,3616,53.8
252,3611,53.8
253,3634,53.9
257,3645,53.9
253,3641,53.9
253,3639,53.9
253,3639,53.9
253,3639,53.9
253,3638,53.9
253,3633,53.9
253,3631,53.9
253,3631,53.9
253,3631,53.9
253,3631,53.9
253,3631,53.9
253,3629,53.9
253,3628,53.9
253,3619,53.9
253,3612,53.9
253,3606,53.9
253,3607,53.9
253,3613,53.9
253,3606,54.0
252,3612,54.1
251,3609,54.4
251,3613,54.4
249,3607,54.5
249,3607,54.6
249,3607,54.6
250,3615,54.4
249,3616,54.5
249,3615,54.4
249,3613,54.4
249,3614,54.4
249,3617,54.4
249,3616,54.4
249,3610,54.4
249,3610,54.3
249,3609,54.0
249,3608,54.0
249,3608,54.0
249,3607,54.0
249,3604,53.9
249,3604,53.9
249,3608,53.9
249,3605,53.9
249,3605,53.9
249,3604,53.9
249,3602,54.0
249,3600,54.0
249,3599,54.0
249,3591,54.0
249,3591,54.0
249,3588,54.0
249,3588,54.0
249,3591,54.0
249,3591,54.0
249,3599,53.9
249,3596,53.9
248,3594,53.9
248,3593,53.9
248,3591,54.0
248,3594,54.0
248,3591,54.0
248,3592,54.0
248,3594,54.1
248,3592,54.1
248,3590,54.1
248,3589,54.1
248,3589,54.1
248,3590,54.1
248,3588,54.1
248,3588,54.1
248,3585,54.1
248,3585,54.1
248,3585,54.1
248,3586,54.1
248,3584,54.1
248,3582,54.1
248,3570,54.1
248,3570,54.1
248,3570,54.1
248,3570,54.2
248,3568,54.1
248,3568,54.1
248,3567,54.1
246,3557,54.1
246,3556,54.1
246,3557,54.1
246,3559,54.1
246,3557,54.1
246,3557,54.1
246,3556,54.1
246,3556,54.1
246,3557,54.1
246,3557,54.1
246,3557,54.1
246,3554,54.1
246,3555,54.1
246,3554,54.1
246,3554,54.1
246,3553,54.1
246,3553,54.2
247,3586,54.2
247,3588,54.2
247,3589,54.2
247,3589,54.2
247,3587,54.2
247,3589,54.2
247,3590,54.2
247,3590,54.2
247,3587,54.2
247,3586,54.2
247,3586,54.3
247,3594,54.3
247,3593,54.3
247,3593,54.3
247,3592,54.3
247,3591,54.3
247,3589,54.3
247,3589,54.3
247,3589,54.3
247,3589,54.3
247,3587,54.3
247,3587,54.3
247,3586,54.3
247,3588,54.3
247,3584,54.4
247,3584,54.4
247,3581,54.3
247,3584,54.3
247,3584,54.3
247,3584,54.3
247,3584,54.3
247,3584,53.8
246,3570,53.4
246,3570,53.4
246,3570,53.4
248,3588,53.4
248,3589,53.4
248,3589,53.4
248,3590,53.4
248,3589,53.4
248,3591,53.5
250,3624,53.5
250,3618,53.5
250,3619,53.6
250,3618,53.6
250,3616,53.6
250,3615,53.6
250,3615,53.6
250,3615,53.6
249,3576,53.5
248,3583,53.5
248,3583,53.5
248,3582,53.5
248,3583,53.5
248,3581,53.6
248,3582,53.5
248,3582,53.5
248,3579,53.5
248,3579,53.5
248,3581,53.4
248,3593,53.5
249,3624,53.6
249,3632,53.8
251,3661,53.9
251,3687,54.1
251,3717,54.8
251,3707,54.9
251,3707,55.3
251,3712,54.5
253,3715,54.5
253,3714,54.5
